lemma,HasProperty,MotivatedByGoal,CapableOf,NotUsedFor,HasFirstSubevent,Desires,InstanceOf,DerivedFrom,HasSubevent,RelatedTo,CausesDesire,MadeOf,SymbolOf,PartOf,EtymologicallyDerivedFrom,UsedFor,AtLocation,Synonym,IsA,Causes,TranslationOf
英雄,,,"拯救地球,打擊壞蛋,睡覺,破案,追捕壞人,主持正義,保護大家,吃飯,打仗,革命,保護家人,光榮之死,戰鬥,救人,當證人,練武,耍笨,贏得勝利,抵抗,救人質,拍電影,殺人,打架,充英雄,飛",,,邪惡,,,,/c/en/hero,,人類,,,,,"台北國軍英雄館,科幻小說",,,,
英勇,,,,,,,,,,,,,,,,,,,,,
英俊,,,,,,,,,你好帥,,,,,,,,,,,,
苦澀,,,,,,,,,,,,,,,,,,,,,
苦痛,,,,,,,,,,,,,,,,,,,,,
苦惱,,,,,,,,,"撞牆,哭",,"不理它,忘記它,解決",,,,,,,,,,
苦悶,,,,,,,,,,,,,,,,,"孤單,快樂,考試,寂寞,作樂,啤酒,煩惱,紅塵世間,無聊,人生,無助",,,"鬱卒,煩惱,出去曬太陽,哭泣,想自由,買醉,難過,出去走走,外遇",
苦笑,,難過,,,,,,,"笑,哈哈",,,,,,,,,,,,
苦於,,,,,,,,,,,,,,,,,,,,,
苦,"討厭,苦瓜,難吃,人上人,感覺,良藥,黃連粉",,,,,,,,無奈,,,,,愛情,,,氣味,,佐料,爽,
若無其事,,,,,,,,,,,,,,,,,,,,,
若有所失,,,,,,,,,,,,,,,,,,,,,
苛求,,,,,,,,,,,,,,,,,,,,,
致命,,,,,,,,,,,,,,,,,,,,,
胡扯,,,,,,,,,,,,,,,,,,,,,
背悔,,,,,,,,,,,,,,,,,,,,,
背叛,,"復仇,報復,利益,獲取利益",,,,原諒,,,,,"生氣,失戀,分手",,,,,,犀利人妻,,,"生氣,難過,殺人,心痛,妻子的誘惑,很生氣,被殺死,傷痛,發怒,自殺",
背包袱,,,,,,,,,,,,,,,,,,,,,
耶,,,"拉屎,思念,接飛盤",,"手舉起來,伸出兩根手",,,,,,,,,,,,,,,,
耍態度,,,,,,,,,,,,,,,,,,,,,
美麗,,,,,,,,,花,,,化妝品,,,,,,,,"自信,忌妒,水,喜歡",
美德,,,,,,,,,,,,,,,,,,,,,
美滿,,,,,,,,,家人,,,,,,,,,,,"幸福,快樂",
美夢,渴望,,,,,,,,,,,,,,,睡覺,,,不可思議的夢,福氣,
美絲絲,,,,,,,,,,,,,,,,,,,,,
美滋滋,,,,,,,,,,,,,,,,,,,,,
美味,,彈牙的口感,,,,,,,,,,,,,,,"食物,雞排,炸食,味噌,小吃店,路邊攤,速食,零食",,,"就是好吃,吃太多",
美妙,,,,,,,,,,/c/en/recoil,,,,,,,,,,,
美好,,愛情,撒嬌,,,上班族,,,,,,,,,,,,,,"花錢,想念",
美人,,,,,,"受害,保養品,交男朋友,更美,打扮,被人追",,,,/c/de/schönheit,"照相,美女","整形,美,運動,化妝,睡覺,細胞,錢,人,是,屁",,,,,,,,"多薄命,搭訕,色鬼的垂涎,興奮,傲氣",
美,,帥哥,,,,,,,玫瑰花,,,,,,,,美女,,"感覺,印象,天生,神秘,觀感","喜歡,大家喜歡,拍照紀念,當模特兒",
紅臉,,,,,,,,,,,,,,,,,關公,,,,
紅潮,,,,,,,,,,,,,,,,,,,,,
紅眼,,,,,,,,,,,,,,,,,紅眼女鬼,,,,
約束,,,,,,,,,法律,,,,,,,,,,,想自由,
紀念,,,,,,,,,銅像,,,,,,,,,,,畫畫,
祈望,,,,,,,,,,,,,,,,,,,,,
祈求,,好運氣,,,,,,,,,,,,,,,,,,"中樂透,順利",
祈,,,,,,,,,,,,,,,,,,,,,
看輕,,,,,,,,,,,,,,,,,,,,,
看得起,,,,,,,,,,,,,,,,,,,,,
看重,,,,,,,,,,,,,,,,,,,,,
看中,,,,,,,,,,,,,,,,,,,,,
看不慣,,,,,,,,,,,,,,,,,,,,,
看不順眼,,,,,,,,,,,,,,,,,,,,"白眼,瞪他,罵髒話,打人,揍他,打他,罵他,揍你,吵架,打架,走開",
看不起,,,,,,,,,,,,,,,,,,,無視,,
看上,,,,,,,,,,,,,,,,,,,,,
看,,"小說,試吃,看金魚,老師露乳溝",,,,,,,,,,麵,,,,,,"睇,望",,"睡著,開心",
眉歡眼笑,,,,,,,,,,,,,,,,,,,,,
眉開眼笑,,很愛里歐,,,,,,,,,,,,,,,,,,,
眉飛色舞,,,,,,,,,,,,,,,,,,,,,
眉來眼去,,,,,,,,,,,,,,,,,,,,,
眉目傳情,,,,,,,,,,,,,,,,,,,,,
盼望,,,,,,,,,,,,,,,,,目標,,,,
盼,,,,,,,,,,,,,,,,,,,,,
相思,,"想念,談戀愛","亦哀亦喜,日久成病",,,,,,,,,,,,,,,,"病,心酸,習慣",生病,
相信,,信任,,,,,,,微笑,/c/en/believe,,,,,,,,,,"希望,相信一切,堅強,信念,努力,安心,成功,結婚,放心",
盈眶,,,,,,,,,,,,,,,,,,,,,
皈依,,,,,,,,,,,,,,,,,,,,,
皈,,,,,,,,,,,,,,,,,,,,,
皆大歡喜,,,,,,,,,,,,,,,,,,,,,
畏懼,,,,,,,,,,,,,,,,,,,,,
畏難,,,,,,,,,,,,,,,,,,,,,
畏縮不前,,,,,,,,,,,,,,,,,,,,,
畏縮,,"害怕,害羞",,,,,,,,,,,,,,,,,,,
畏葸,,,,,,,,,,,,,,,,,,,,,
畏罪,,,,,,,,,,,,,,,,,,,,,
畏首畏尾,,,,,,,,,,,,,,,,,,,,,
畏怯,,,,,,,,,,,,,,,,,,,,,
畏忌,,,,,,,,,,,,,,,,,,,,,
畏,,,,,,,,,,,,,,,,,,,,,
珍藏,,,,,,,,,,,,,,,,,,,,,
珍愛,,,,,,,,,,,,,,,,,世人,,,,
珍貴,,,,,,,,,,,,,,,,,,,,"珍惜,供不應求,愛,很值錢,限量販售",
珍視,,,,,,,,,,,,,,,,,,,,,
珍惜,,"女朋友,漂亮的女朋友,小天使,男朋友",,,,,,,,,,,,,,,,,快樂,"幸福,喜歡,愛,快樂,知足,覺得幸福",
珍奇,,,,,,,,,,,,,,,,,,,,,
狠心,,,,,,,,,,,,,,,,,,,,,
為難,,,,,,,,,,,,,,,,,,,,,
為之動容,,,,,,,,,,,,,,,,,,,,,
為之一喜,,,,,,,,,,,,,,,,,,,,,
炸,,,,,,,,,,,,,,,,,,,料理方式,,
炫耀,,"玩ptt,傲人雙峰,腦子太好",,,,,,,,,,,,,,,,,,"嫉妒,忌妒",
流連,,,,,,,,,,,,,,,,,,,水果,,
流淚,,"難過,傷心,感動,哭,想哭,失戀,思念,寂寞,高興",,,,,,,,,,,傷心,,,,,,,哭,
流行,,,,,,,,,"內褲外穿,搖滾,少女時代,養寵物,破布,戴眼鏡",,買外套,,,,,,時尚,,"熱潮,紐約時報,風潮","風潮,名詞",
活躍,,興奮,,,,,,,,,,,,,,,,,,,
活潑,,男朋友,,,,,,,我,,,,,,,,,,,工作,
活力,,好精神,,,,,,,太陽,,,,年輕,,,,"年輕人,想孩子,新手,身體",,,,
洩憤,,生氣,,,,,,,,,,,,,,,,,,,
洩氣,,,,,,,,,,,,,,,,,,,,,
洩恨,,,,,,,,,,,,,,,,,,,,,
洩勁,,,,,,,,,,,,,,,,,,,,,
洩私憤,,,,,,,,,,,,,,,,,,,,,
津津有味,,,,,,,,,,,,,,,,,,,,,
毒,,,,,,,,,菸,,,,,,,,"電腦,酒中,巧克力,地下水,蟾蜍,水果,蟲蟲,響尾蛇,大便,蛀牙,奶粉,病毒,水母,細菌,電腦裡",,,"提早升天,社會敗類,坐牢,精神恍惚",
歪曲,,,,,,,,,,,,,,,,,,,,,
柔腸寸斷,,,,,,,,,,,,,,,,,,,,,
柔順,,,,,,,,,,,,,,,,,,,,,
柔軟,,,,,,,,,女生,,,,,,,,棉花裡,,,,
柔,,,,,,,,,,,,,,,,,,,,,
是味兒,,,,,,,,,,,,,,,,,,,,,
昧心,,,,,,,,,,,,,,,,,,,,,
春風滿面,,,,,,,,,,,,,,,,,,,,,
春風得意,,,,,,,,,,,,,,,,,,,,,
挖苦,,,,,,,,,,,,,,,,,,,,,
挑釁,,吵架,,,,,,,,,,,,,,,,,,"被打,打架,圍觀,戰爭,受傷,吵架,憤怒",
挑戰,,"打電動,經驗",,,,,,,前往極地,,,,,,,,,,快樂,"筆戰,精神百倍",
挑剔,,,,,,,,,,,,,,,,,,,"毛病,習慣,個性,行為,壞毛病,特質,心理疾病,強迫症,自我要求,追求完美",,
指責,,,,,,,,,,,,,,,,,,,,"伸出食指,仇恨",
指望,,,,,,,,,,,,,,,,,,,,,
拼命,,名次,,,,,,,,,,,,,,,,,火力全開,"成功,財富",
拷問,,,,,,,,,,,,,,,,,,,,,
拷打,,,,,,,,,,,,,,,,,,,,,
拯救,,,,,,,,,,,,,,,,,,,,,
拮据,,,,,,,,,,,,,,,,,,,,,
恰當,,,,,,,,,,,,,,,,,,,,,
恰好,,,,,,,,,,,,,,,,,,,,,
恬靜,,,,,,,,,,,,,,,,,,,,,
恬然,,,,,,,,,,,,,,,,,,,,,
恬不知恥,,,,,,,,,,,,,,,,,,,,,
恬,,,,,,,,,,,,,,,,,,,,,
恨鐵不成鋼,,,,,,,,,,,,,,,,,,,,,
恨死,,,,,,,,,,,,,,,,,,,,,
恨之入骨,,,,,,,,,,,,,,,,,,,,,
恨不得,,,,,,,,,,,,,,,,,,,,愛,
恨入骨髓,,,,,,,,,,,,,,,,,,,,,
恨,"椎心刺骨,短暫的","討厭,難過",讓人失去一切,,,,,,,,,,,,,,"情人之間,情緒,愛情裡",,"情緒,感覺,情感,病,心情,發洩,心理狀態","討厭,愛,報復,難過,生氣,報仇,殺機,頭痛,釘小人,不快樂,不開心,復仇,打架,殺人,吵架,欺負別人,無法諒解,遺憾",
恍惚,,,,,,,,,,,,,,,,,,,,閃神,
怨聲載道,,,,,,,,,,,,,,,,,,,,,
怨憤悵惘,,,,,,,,,,,,,,,,,,,,,
怨恨,"可怕的,累積的,容易爆發的,仇恨的",,,,,,,,"吃東西,打牆壁,看電影,睡覺,大吼大叫,打人,碎碎念,刺小人,找朋友聊,怒氣大發",,打人,,,"情婦,鬼,心情,情緒",,,,,心情,"災難,小心眼,抓狂,怒,仇恨",
怨艾,,,,,,,,,,,,,,,,,,,,,
怨天尤人,,"被上司罵,考試考不好,沒有錢",,,,,,,,,,,,,,,,,,痛苦,
怨,,,,,,,,,,,,,,,,,,,,,
急躁,,,,,,,,,,,跺腳,,,,,,,,,吵架,
急茬,,,,,,,,,,,,,,,,,,,,,
急急巴巴,,,,,,,,,,,,,,,,,,,,,
急急,,,,,,,,,,,,,,,,,,,,,
急待,,,,,,,,,,,,,,,,,,,,,
急於求成,,,,,,,,,,,,,,,,,,,,,
急於,,,,,,,,,,,,,,,,,,,,,
急忙,,,,,,,,,,,,,,,,,,,,,
急如星火,,,,,,,,,,,,,,,,,,,,,
急功近利,,,,,,,,,,,,,,,,,,,,失敗,
急火火,,,,,,,,,,,,,,,,,,,,,
急切,,,,,,,,,,,,,,,,,,,,,
急不可耐,,,,,,,,,,,,,,,,,,,,,
急不可待,,,,,,,,,,,,,,,,,,,,,
急,,,冒失,,,,,,,,,,,,,,,,,,
思戀,,,,,,,,,面露悲傷,,,,,,,,,,,,
思慕,,,,,,,,,,,,,,,,,,,"幸福,情緒,感覺,想念,心情,狀態",,
思量,,,,,,,,,,,,,,,,,,,,,
思鄉,,喝酒,哭,,,,,,,,,,,,,,,,,,
思念,,無聊,,,,,,,,,打電話,,友情,,,,,,"病,很玄的東西,感覺,情緒,痛苦,想念,心情,想法,情感,感情,習慣,回憶,行為,幸福,折磨,相思病,懷念,愛情,愛的表現,念頭,快樂,煎熬,好事,過程,愛,活動,過往,心病,會呼吸的痛,甜蜜,癮","心痛,生病,傻笑,哭泣,相思病",
思,,,,,,,,,,,,,,,,,,,,,
怒髮衝冠,,,,,,,,,,,,,,,,,,,,,
怒罵,,,,,,,,,,,,,,,,,,,,"把氣出在別人,生氣,罵人,打人,摔東西",
怒視,,,,,,,,,,,,,,,,,,,,,
怒氣衝天,,,,,,,,,,,,,,,,,,,,,
怒氣沖沖,"憤怒,易怒,生氣,暴躁",,,,,,,,,,,,,,,,,,,,
怒氣沖天,,,,,,,,,,,,,,,,,,,,,
怒氣攻心,,,,,,,,,,,,,,,,,,,,,
怒氣,,,,,,,,,,,變臉,,,,,"吵架,打人",,,"情緒,工具,發洩",,
怒沖沖,,,,,,,,,,,,,,,,,,,,,
怒形於色,,,,,,,,,,,,,,,,,,,,,
怒吼,,"生氣,發火,喪心,憤怒,發洩","發洩,喉嚨痛,生氣,關係不良,氣氛僵",,,,,,,,,,生氣,,,,,,,,
怒色,,,,,,,,,,,,,,,,,,,,,
怒目橫眉,,,,,,,,,,,,,,,,,,,,,
怒目圓睜,,,,,,,,,,,,,,,,,,,,,
怒目,,,,,,,,,,,,,,,,,,,,,
怒斥,,,,,,,,,,,,,,,,,,,,,
怒火中燒,,吵架,,,,,,,,,,,,,,,,,,,
怒火,,,,,,,,,,,,,,,,,,,,"大發雷霆,吵架,氣到發抖,血壓升高,發脾氣",
怒不可遏,,打人,,,,,,,,,,,,,,,,,,,
怒不,,,,,,,,,,,,,,,,,,,,,
怒,,"睡覺,被惹惱,被誤會,打排球,生氣,被看輕,不開心,不爽,罵人","嘆氣,上吊",,,,,,爆氣,,爆走,,,,,,"心,心情",,情緒,流淚,
後顧之憂,,,,,,,,,,,,,,,,,,,,,
後悔莫及,,,,,,,,,,,,,,,,,,,,,
後悔不迭,,,,,,,,,,,,,,,,,,,,,
後悔,,"失敗,輸錢,殺人,考試,關門",,,,,,,,,,,"做錯了,悔不當初,想改變",,,,,,,,
後怕,,,,,,,,,,,,,,,,,,,,,
幽默,,"女友,女朋友,人緣,女人,朋友,女人緣,好人緣,很正的女朋友,更多的美女,把妹,歡樂,人推,正妹女友",,,,,,,,,愛上,智慧,"有趣,好笑,風趣,圓融,搞笑,有智慧,某種圓滑特質,機智過人,一種態度,開心果,一種精神,快樂,開朗",,,,,,,"笑,有趣,說黃色笑話,喜歡,好人緣",
幽咽,,,,,,,,,,,,,,,,,,,,,
帥氣,,"女朋友,女人,馬子,老婆,好人緣",,,,,,,戴眼鏡,,,,,,,,"王力宏,郭富城",,風度,"女人,正妹,美女,交女友,女朋友,仰慕者,自滿,認真,開心",
帥,,"女人,女朋友,女友,會打扮,會穿衣服,正妹,化妝,朋友,穿潮牌",,,,卒,,,,,,,,,,,,,,"愛,有錢,正妹,女朋友,很多人倒追,很多人愛,美女,吃香,成為偶像,把咩簡單,有人倒貼,桃花開,別人羨慕眼神,很吃香,很多女友",
屏氣,,,,,,,,,,,,,,,,,,,,,
屏息,,,,,,,,,,,,,,,,,,,,,
屏,,,,,,,,,,,,,,,,,,,,,
屎,臭,,"臭,難聞",,,,,,,,掃廁所,"大便,食物,內分泌",,,,,"馬桶,化糞池,馬桶裡,糞坑裡,豬豬,公廁,雞窩,雞舍,廁所,飼料盆,內褲裡",,"大便,食物,混合物","臭,蒼蠅,髒,臭味勳天",
屌,,,,,,,,,,"/c/en/penis,/c/en/fuck,𨳒",,,,,,,,,,,
威嚴,,,,,,,,,"母親,爸爸,老師",,,,,,,,"教官,獅子",,,,
威脅,"會教壞人,一種不可為,不好,討人厭,壞人會做",,,,,,,,一顆子彈,,,,,,,,,,"手段,常態,利誘,形容詞,野蠻,流氓的行為,傷害,恐嚇,爛招,賤招,必要之惡",,
威風掃地,,,,,,,,,,,,,,,,,,,,,
威信掃地,,,,,,,,,,,,,,,,,,,,,
哎呀,,,,,,,,,,,,,,,,,,,,,
哈哈大笑,,"看電視,快樂,開心,快樂的心情,高興",,,,,,,,,,,,,,高興,,,,"開心,高興,歡喜",
哈哈,大笑,"聽到笑話,心情好,快樂","快樂,鬧,歡喜,喜樂,咬牙切齒",,,傳奇,,,,,,,"開心,大笑",,,,哈哈宏,,,"大便,哭哭,快樂,上床",
哈,,,,,,"細菌,吃東西,哈哈,你,我",,,"開心,生寶寶",,"哭,摸捏捏,去跑步",,,,,,"哈哈宏,你愛人的愛人",,,他,
哇賽,,,,,,,,,,,,,,,,,,,,,
哇靠,,,,,,,,,,,,,,,,,,,,,
哇,,,,,,,,,,,,,,,,,,,,,
哄騙,,,,,,,,,,,,,,,,,,,,,
哄然大笑,,,,,,,,,,,,,,,,,,,,,
哄堂大笑,,,,,,,,,,,,,,,,,,,,,
哄笑,,,,,,,,,,,,,,,,,,,,,
哂笑,,,,,,,,,,,,,,,,,,,,,
哂,,,,,,,,,,"/c/en/full,/c/en/final,/c/en/extent,/c/en/particle,/c/en/possible",,,,,,,,,,,
品德,,,,,,,,,,,,,,,,,,,,,
品行,,,,,,,,,,,,,,,,,,,,,
哀歎,,,,,,,,,,,,,,,,,,,,,
哀憐,,,,,,,,,,,,,,,,,,,,,
哀榮,,,,,,,,,,,,,,,,,,,,,
哀慟,,,,,,,,,,,,,,,,,,,,,
哀號,,吃飯,,,,,,,,,,,,,,,,,,,
哀愁,"可以排解,悲傷,無法抗拒",,,,,,,,,,,,,,,,,,情緒,,
哀傷,,"做錯事,剛分手,哭了,心情不好,玩跑跑卡丁車,信長打輸了,輸了,失戀,看悲情電影,看網誌",哭哭,,睡覺,,,,想哭,,,眼淚,,,,,,,"情緒,心情,表達","流眼淚,發瘋,想要喝酒,疲勞",
哀痛,,,,,,,,,流淚,,,,,,,,,,,,
哀淒,,,,,,,,,,,,,,,,,,,,,
哀戚,,,,,,,,,,,,,,,,,,,精神病,,
哀悼,,,,,,,,,敲鐘,,,,難過,,,,,,,,
哀矜,,,,,,,,,,,,,,,,,,,,,
哀怨,,,,,,,,,,,,,,,,,,,人生,,
哀思,,,,,,,,,,,,,,,,,,,,,
哀呼,,,,,,,,,,,,,,,,,,,,,
哀求,,,,,,,,,,,,,,,,,,,,,
哀,,,,,,,,,,,"睡覺,吃飯",,,,,,"遺忘,心情",,情緒,"虛弱,想成為方孝儒",
咳聲歎氣,,,,,,,,,,,,,,,,,,,,,
咯咯笑,,,,,,,,,,,,,,,,,,,,,
咬牙切齒,,磨刀霍霍,,,,,,,"牙齒痛,握拳頭,皺眉頭",,,,生氣,,,,,,,,
叛亂,,,,,,,,,,,,,,,,,,,,,
厚顏無恥,,,,,,,,,,,,,,,,,,,,,
厚,,,,,,,,,,,,,,,,,,,,,
勉強,,,,,,,,,"不開心,不爽,不悅",,,,,,,,,,,,
勇敢,,"女朋友,光明的未來,勇氣,膽,女人,幸福,打針,主持正義,戰鬥力",,,,,,,我,,,,,,,,不幸,,,"成功,英雄,努力,愛情",
勇氣,"常在我心,很好用,與生俱來",難過,,,,,,,元氣小子,,,"偉大目標,善心,決心,理性,互助",,,,"高空彈跳,告白,大聲唱歌,睡覺,抱抱","英勇,人,友情,男人,鬥球兒彈平,某個地方,心中,心裡",,威能,"勇敢,幫助人,覺得值得",
勃然大怒,,,,,,,,,,,,,,,,,,,,,
前仰後合,,,,,,,,,,,,,,,,,,,,,
冠軍,,,,,,,,,"金牌,得到第一名",,,,,,,,"爭霸賽,奧林匹克",,,獎牌,
冒險,,快感,,,,夜遊,,,,,,,,,,,"旅遊,武俠小說",,,"刺激,寶藏,勇氣,豔遇,財運,新體驗,獲得寶物,厄運,經驗,買保險,快樂,新視野,興奮",
冒犯,,,,,,,,,,,,,,,,,,,,,
冒火,,,,,,,,,,,,,,,,,,,,,
信譽,,,,,,,,,,,,,,,,,,,,財富,
信賴,,,,,,,,,,,,,,,,,"友情,教堂,客戶",,,,
信實,,,,,,,,,,,,,,,,,,,,,
信義,,,,,,,,,,,,信用,,"台中,台北,基隆,台南,高雄",,,,,,,
信教,,,,,,,,,,,,,,,,,,,,"迷信,永生",
信服,,,,,,,,,,,,,,,,,,,,,
信奉,,,膜拜,,,,,,,,,,,,,,,,,,
信任,"無形的,美好的","堅定的友誼,誠信",,,,,,,微笑,,,人的言論,,,,,,,,"幸福,朋友,錢財,開心,滿足,願意,快樂,放心,平安",
信仰,,潔淨的靈魂,"念經,膜拜",,,,,,國旗,,"平和,安靜",,,,,,"乩童,教堂",,,"幸福,炸寒單,以後不想吃肉,拜神",
信心,,愛情,,,,,,,,,,"有實力,有後路,自信,勇氣,開心,有留一手,自己,父母從小幫你",,,,,身上,,"有實力的,個性,強心劑,心態,性格","成功,完美,冠軍",
信不過,,,,,,,,,,,,,,,,,,,,,
信,,,,,,丟掉,,,,,,,想念,,,找朋友,"郵局,瓶子裡面,抽屜,枕頭,課本裡,驛站",,,難過,
保護,,大眼睛,狗,,,,,,,,,,,,,,"情人,愛情",,,,
保證,,,,,,,,,,,,,,,,,,,,,
保衛,,,,,,,,,,,,,,,,,,,,,
俗辣,,,,,,長官,,,,,,,,,,,,,,,
俗氣,,,,,,,,,,,,,,,,,,,,,
俗,,,,,,,,,,,,,,,,,,,,,
俊美,,,,,,,,,,,,,,,,,,,,,
侷促,,,,,,,,,,,,,,,,,,,,,
侵襲,,,,,,,,,,,,,,,,,,,,,
侵擾,,,,,,,,,,,,,,,,,,,,,
侵略,,,,,,,,,,,,,,,,,,,,,
侵害,,,,,,,,,,,,,,,,,,,,,
侵佔,,,,,,,,,,,,,,,,,,,,,
侵犯,,,,,,,,,,,,,,,,,,,,,
侮蔑,,,,,,,,,,,,,,,,,,,,,
侮辱,,,,,,,,,,,,,,,,,,,,,
非難,,,,,,,,,,,,,,,,,,,,,
非禮,,,,,,,,,,,,,,,,,,,,,
非人,,,,,,,,,,,,,,,,,,,,,
青睞,,,,,,,,,,,,"誠意,好心情,情意",,,,,,,,,
長歎,,,,,,,,,,,,,,,,,,,,,
長歌當哭,,,,,,,,,,,,,,,,,,,,,
長處,,,,,,,,,,,,,,,,,,,,,
長吁短歎,,,,,,,,,,,,,,,,,,,,,
花招,,,,,,,,,,,,,,,,,,,,,
臥草,,,,,,,,,,,,,,,,,,,,,
肯定,,,,,,,,,,,,,,,,,,,,,
肯切,,,,,,,,,,,,,,,,,,,,,
肯,,,,,,,,,,,,,,,,,,,,,
肏你媽,,,,,,,,,,,,,,,,,,,,,
肏,,,,,,,,,,,,,,,,,,,,,
空虛,,"寂寞,發洩,虛度光陰",看電視,,,,,,"寂寞,孤單,看書,看小說,吃東西,找人聊天,想找事情做",,"談戀愛,逃避",,,,,,,,,"寂寞,找人陪,無聊,冷,難過",
空洞,,,,,,,,,,,,,,,,,,,,空虛,
知識,,,,,,,,,老師,,,書本,,,,,"書本,學校,書,書中,老師,書本裡,課本,圖書館,網路,電腦",,力量,"財富,錢,快樂,智慧",
知足常樂,,"好心情,美好的生活,快樂的人生,美好的人生",,,,,,,健康,,,,,,,,,,,更快樂,
知足,,"快樂,開心,快樂的生活,快樂的一天,愉快的心情,全世界,幸福,珍惜",,,,,,,,,,,快樂,,,,,,滿足,"幸福,快樂,滿足,覺得幸福,開心,常樂,高興,覺得滿足,每,天,覺得快樂,很滿足,姓,知福,長壽,長樂,有趣,善良,愉悅,有真正的快樂",
知己,,,,,,,,,,,,好人,,,,,"聊天室,高中,遊玩",,朋友,,
直眉瞪眼,,,,,,,,,,,,,,,,,,,,,
直勾勾,,,,,,,,,,,,,,,,,,,,,
疚,,,,,,,,,,,,,,,,,,,,,
玩樂,,"快樂,開心,無聊,放鬆,娛樂,放假,放鬆心情",,,,,,,,,,,,人生,,,,,快樂,"開心,快樂,高興,疲勞,愉快,放鬆心情,很累,愉悅",
玩笑,"有趣的,開不得,不能亂開,嘻嘻哈哈,開,隨口說說,捉弄別人,有梗,有趣",,,,,,,,,,,,,,,,,,,,
玩耍,,"快樂,放鬆",,,,,,,,,,,,,,,,,,"快樂,開心,累,滿足,高興,愉快",
玩,,"無聊,開心,快樂,錢",,,開心,,,,開心,,,,,,,,,,,"快樂,開心,高興,累,興奮",
狗娘養的,,,,,,,,,,,,,,,,,,,,,
狗急跳牆,,,,,,,,,,,,,,,,,,,,,
狗屎,他剛拉的,,臭,,,"化糞池,狗屁屁",,,,,,,,,,,"路上,公園,鞋子,房子,狗屋旁邊,學校",,"大便,黃金","好運,生氣",
狗屁,,,,,,,,,,,,,,,,,,,,,
狐疑,,,,,,,,,,,,,,,,,,,,,
物傷其類,,,,,,,,,,,,,,,,,,,,,
爭論,,,,,,,,,,,,,,,,,,,,"吵架,罵人",
爭風吃醋,,,,,,,,,吵架,,,,,,,,,,,打架,
爭吵,,,,,,眼淚,,,,,,,,,,,,,,"紛爭,生氣,衝突,打架,疲勞,分手,分裂,鬥爭,受傷,報警,被人打一頓,離婚,吵架,大吼",
注重,,,,,,,,,,,,,,,,,,,,,
泥塑木雕,,,,,,,,,,,,,,,,,,,,,
泣,,,,,,,,,,,,,,,,,,,,,
波瀾不驚,,,,,,,,,,,,,,,,,,,,,
沾沾自喜,,,,,,,,,,,,,,,,,,,,,
治療,,"健康,病好,有未來,舒服,讓病好轉,讓感冒快快好,不讓病情惡化,解除危機,活下去,流血",,,,"有正常生活,治病",,,,,,,,,,,,,,,
油煎火燎,,,,,,,,,,,,,,,,,,,,,
沮喪,,"難過,失望,心情不好,跟朋友吵架,不受重視,失戀了",睡一覺,,,,,,"哭泣,難過,哭,睡覺,大哭,po文,失志,想跟朋友聊聊,找人訴說,落淚",,"睡覺,哭,出氣",,,,,,,,,"不舉,想哭,壞心情,大哭,想念他,痛哭,萎靡不振,吃,嘆息,自殺",
歧視,,,,,,,,,,,,,,,,,,,,生氣,
欣賞,,遇到偶像,,,,,,,,,,,,,,,,,,"喜歡,愛,愛蘿莉,靈感",
欣慰,,,,,,,,,,,,,,,,,,,,,
欣羨,,,,,,,,,,,,,,,,,,,,,
欣然,,,,,,,,,,,,,,,,,,,,,
欣喜若狂,,,,,,,,,,,,,,,,,,,,,
欣喜,,,,,,,,,,,唱歌,,,,,,,,,,
欣悅,,,,,,,,,,,,,,,,,,,,,
欣欣然,,,,,,,,,,,,,,,,,,,,,
欣欣,,,,,,,,,,,,,,,,,,,,,
欣幸,,,,,,,,,,,,,,,,,,,,,
欣,,,,,,,,,,,,,,,,,,,,,
果斷,,,,,,,,,,,,,,,,,,,,英雄,
林祖罵,,,,,,,,,,,,,,,,,,,,,
林娘,,,,,,,,,,,,,,,,,,,,,
林老師,,,,,,,,,,,,,,,,,,,,,
林北,,,,,,,,,,,,,,,,,,,,,
枉然,,,,,,,,,,,,,,,,,,,,,
板臉,,,,,,,,,,,,,,,,,,,,,
杯弓蛇影,,,,,,,,,,,,,,,,,,,,,
服從,,"尊重上司,學習,團結,榮譽,聽話,遵命",,,,,,,,,,,,,,,,,,,
朋友,,,"聊天,逛街,吃飯,安慰你,一起吃飯,一起玩,打球,傾聽,看電影",,,"背叛,錢,友情,被背叛",,,,,,,,"生活,人生,生命",,"難過,失戀,喝酒","學校,網路,你,無名,我,信任,同學",,關係,"快樂,開心,幸福,好運,歡樂,愛",
易怒,,,,,,,,,,,,,,,,,,,,,
昏頭,,,,,,,,,,,,,,,,,,,,,
昏亂,,,,,,,,,,,,,,,,,,,,,
昏沉,,,,,,,,,,,睡覺,,,,,,,,,,
明智,,,,,,,,,,,,,,,,,,,,,
明亮,,,,,,,,,黃色,,,,,,,,,,,,
昂奮,,,,,,,,,,,,,,,,,,,,,
昂貴,,,,,,,,,,,,,,,,,,,,,
放鬆,,"累,休息,快樂,覺得累,疲勞,聽音樂,洗澡,疲累",,,,,,,"聽音樂,睡覺",,,,,,,,,,,睡著,
放縱,,志得意滿,,,,,,,,,,,,,,,,,,"吸毒,迷失,墮落,得病,喝酒,迷網",
放肆,,,,,,,,,,,,,,,,,,,,,
